ad_url;price;size_room;size_wg;area;street_address;full_address;lat_lng
"<a href=""/wg-zimmer-in-Berlin-Moabit.8394304.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/e088acfe219b76d4574b7c254310e778b8a3be79cb8327805b4e19ef10d0bb19_IMG_6346_2.small.PNG);""></a>";500;13.0;3;Moabit;Stromstr.55;Stromstr.55 Moabit Berlin;(52.5280298, 13.3429585)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8398410.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/3e2844daaecc6dd532ebc6e6f7c132fabb860108052e119bce57c35f63003cb6_160656277957257290862.small.JPEG);""></a>";400;14.0;2;Mitte;RheinsbergerstrasseBerlin;RheinsbergerstrasseBerlin Mitte Berlin;(52.5376947, 13.3996099)
"<a href=""/wg-zimmer-in-Berlin-Wedding.7406624.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/27/1b6ff6bfaaadea17d68b1a1137700711ee1715529856de037f70cd358c034707__MG_7205.small.jpg);""></a>";640;13.0;2;Wedding;Bellermannstr.93;Bellermannstr.93 Wedding Berlin;(52.5546107, 13.3852511)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.6383011.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/642b565e68d597cdc1be07b997eaa6c54875011266fed3a49078e9314771a54e_160425493060460433258.small.JPEG);""></a>";580;15.0;4;Lichtenberg;Rupprechtstr7;Rupprechtstr7 Lichtenberg Berlin;(52.50344, 13.49162)
"<a href=""/wg-zimmer-in-Berlin-Wedding.7858167.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/07/1cba0a541ded0b02017e1a2bcac39082c635a3f66db743cb9c8450b5d230fee5_158223703334434413362.small.JPEG);""></a>";430;20.0;4;Wedding;MuellerStrasse;MuellerStrasse Wedding Berlin;(52.5505196, 13.351735)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8374102.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/f5195eef3fa9f81088df133be9f23e106c8d02ba3474e713e4ca6179451c854e_160520125286886851710.small.JPEG);""></a>";560;12.0;5;Charlottenburg;Kaiserdamm;Kaiserdamm Charlottenburg Berlin;(52.5103205, 13.285411)
"<a href=""/wg-zimmer-in-Berlin-Pankow.7897756.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/10/22902169285fe3938c2d3dac480f9b65614ddd26c8ba00e8c6cc0c6be0f27930_20200312_134044.small.jpg);""></a>";500;16.0;2;Pankow;Kissingenstrasse;Kissingenstrasse Pankow Berlin;(52.5670599, 13.4205813)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8394304.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/e088acfe219b76d4574b7c254310e778b8a3be79cb8327805b4e19ef10d0bb19_IMG_6346_2.small.PNG);""></a>";500;13.0;3;Moabit;Stromstr.55;Stromstr.55 Moabit Berlin;(52.5280298, 13.3429585)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8398410.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/3e2844daaecc6dd532ebc6e6f7c132fabb860108052e119bce57c35f63003cb6_160656277957257290862.small.JPEG);""></a>";400;14.0;2;Mitte;RheinsbergerstrasseBerlin;RheinsbergerstrasseBerlin Mitte Berlin;(52.5376947, 13.3996099)
"<a href=""/wg-zimmer-in-Berlin-Wedding.7406624.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/27/1b6ff6bfaaadea17d68b1a1137700711ee1715529856de037f70cd358c034707__MG_7205.small.jpg);""></a>";640;13.0;2;Wedding;Bellermannstr.93;Bellermannstr.93 Wedding Berlin;(52.5546107, 13.3852511)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.6383011.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/642b565e68d597cdc1be07b997eaa6c54875011266fed3a49078e9314771a54e_160425493060460433258.small.JPEG);""></a>";580;15.0;4;Lichtenberg;Rupprechtstr7;Rupprechtstr7 Lichtenberg Berlin;(52.50344, 13.49162)
"<a href=""/wg-zimmer-in-Berlin-Wedding.7858167.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/07/1cba0a541ded0b02017e1a2bcac39082c635a3f66db743cb9c8450b5d230fee5_158223703334434413362.small.JPEG);""></a>";430;20.0;4;Wedding;MuellerStrasse;MuellerStrasse Wedding Berlin;(52.5505196, 13.351735)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8374102.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/f5195eef3fa9f81088df133be9f23e106c8d02ba3474e713e4ca6179451c854e_160520125286886851710.small.JPEG);""></a>";560;12.0;5;Charlottenburg;Kaiserdamm;Kaiserdamm Charlottenburg Berlin;(52.5103205, 13.285411)
"<a href=""/wg-zimmer-in-Berlin-Pankow.7897756.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/10/22902169285fe3938c2d3dac480f9b65614ddd26c8ba00e8c6cc0c6be0f27930_20200312_134044.small.jpg);""></a>";500;16.0;2;Pankow;Kissingenstrasse;Kissingenstrasse Pankow Berlin;(52.5670599, 13.4205813)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.4487212.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/4b86d50621f488f816340b451eab77d2591d2bbd15117d29abcb681ddd8884ec_20201117_134845.small.jpg);""></a>";450;17.0;2;Steglitz;Telramundweg1;Telramundweg1 Steglitz Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Moabit.3279564.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/45/c596a5eedae9c81194aa47e9d5a924132e1dae5397f9a25b8bd51491382e8e37_photo_2019_11_15_08_21_53.small.jpg);""></a>";420;23.0;2;Moabit;EmdenerStrasse7;EmdenerStrasse7 Moabit Berlin;(52.5282445, 13.3338511)
"<a href=""/wg-zimmer-in-Berlin-Oberschoeneweide.7743741.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/8017d2649508b35370a7025469976851f96b8a9748c3c943aaa4b6ec31d9a721_DSC_0025.small.JPG);""></a>";540;18.0;3;Oberschoeneweide;Edisonstrasse34;Edisonstrasse34 Oberschoeneweide Berlin;(52.4682, 13.51414)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8349888.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/e15a2f3b4e2484f82618d42b991f440cf0cb826a25ffd654cd976214e3b41ec6_1_Top_1_Jaja.small.jpg);""></a>";850;40.0;2;Neukoelln;Willi-Saenger-Str.;Willi-Saenger-Str. Neukoelln Berlin;(52.47761999999999, 13.4847198)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7433552.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";420;18.0;2;Kreuzberg;Tempelherrenstrasse;Tempelherrenstrasse Kreuzberg Berlin;(52.4954623, 13.4012954)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8398323.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/efafdbabe3e3a48b6400877e7f1e46b4c9bcb934861093ceedf37be0758bd9a8_IMG_8760.small.JPG);""></a>";580;12.0;2;Mitte;Leipzigerstrasse;Leipzigerstrasse Mitte Berlin;(52.5103809, 13.3903093)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.7781337.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";450;20.0;2;Friedrichshain-Kreuzberg;Planufer71;Planufer71 Friedrichshain-Kreuzberg Berlin;(52.4946962, 13.4114246)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.3905865.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/52/a74aa7da39058650_02_toilette_unten.sized.jpg);""></a>";450;20.0;4;Kreuzberg;KottbusserStr.;KottbusserStr. Kreuzberg Berlin;(52.4977161, 13.4191026)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.4953919.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/50/0537fd3849539190_07_mein_zimmer_1_alt.small.jpg);""></a>";450;20.0;4;Kreuzberg;KottbusserStr.;KottbusserStr. Kreuzberg Berlin;(52.4977161, 13.4191026)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.4124916.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/52/f7eb006141249160_05_bad_oben_1.sized.jpg);""></a>";420;12.0;4;Kreuzberg;KottbusserStr.;KottbusserStr. Kreuzberg Berlin;(52.4977161, 13.4191026)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.5841158.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/34/698ea877063e04a26680befd06efdc105fdee5c1be8d0076e171f95496dd30bf_P1680263_12.small.jpg);""></a>";420;10.0;3;Kreuzberg;Gneisenaustrasse32;Gneisenaustrasse32 Kreuzberg Berlin;(52.49079, 13.3967701)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7483920.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/31/c86f19ab7a115f93a8c696884b9b65d8c8dcc17b97d61384f371e8788e033222_66E9A745_F652_44CD_A61C_711F5FBF1EFA.small.jpeg);""></a>";595;10.0;4;Mitte;Wadzeckstr.11;Wadzeckstr.11 Mitte Berlin;(52.5249, 13.4177)
"<a href=""/wg-zimmer-in-Berlin-Wedding.5182725.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/50/ebde3be63e228420c110610c0d58ad797fac130d777d2a3cae4b5f0d0cd06a1c_room2.small.jpg);""></a>";550;21.0;2;Wedding;Seestrasse;Seestrasse Wedding Berlin;(52.5482611, 13.3474593)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7483920.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/31/c86f19ab7a115f93a8c696884b9b65d8c8dcc17b97d61384f371e8788e033222_66E9A745_F652_44CD_A61C_711F5FBF1EFA.small.jpeg);""></a>";595;10.0;4;Mitte;Wadzeckstr.11;Wadzeckstr.11 Mitte Berlin;(52.5249, 13.4177)
"<a href=""/wg-zimmer-in-Berlin-Wedding.5182725.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/50/ebde3be63e228420c110610c0d58ad797fac130d777d2a3cae4b5f0d0cd06a1c_room2.small.jpg);""></a>";550;21.0;2;Wedding;Seestrasse;Seestrasse Wedding Berlin;(52.5482611, 13.3474593)
"<a href=""/wg-zimmer-in-Berlin-Zehlendorf.5625848.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2016/31/0ceea21f56258480_1.small.jpg);""></a>";350;25.0;6;Zehlendorf;Riemeisterstrasse4;Riemeisterstrasse4 Zehlendorf Berlin;(52.43995049999999, 13.2615804)
"<a href=""/wg-zimmer-in-Berlin-Zehlendorf.7584118.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/37/901ea8b7428939193e89aa59611735f503d462318463ffa5619f110f64ca8153_1.small.JPG);""></a>";350;25.0;6;Zehlendorf;Riemeisterstrasse4;Riemeisterstrasse4 Zehlendorf Berlin;(52.43995049999999, 13.2615804)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.7289247.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/16/fcabc06ae3d7b6bd1b3d73b01f15c123989b28b733c3bfd6135c7b4483d03767_canvas.small.png);""></a>";470;12.0;2;Neukoelln;Ederstrasse;Ederstrasse Neukoelln Berlin;(47.3628317, 8.5272785)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8396449.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/15e98c9050799f64dbefc7781eb4852bebad0764d5254d3850e3ec5a0ab85e92_balcony.small.jpg);""></a>";490;11.0;2;Neukoelln;Hermannstr.45;Hermannstr.45 Neukoelln Berlin;(52.4788271, 13.4254348)
"<a href=""/wg-zimmer-in-Berlin-Wedding.6018777.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/7a213bd3167531dcf187b92ce5e3bbacead5eda68fcf2e9e39e6bcd23ab76036_6.small.jpeg);""></a>";500;17.0;3;Wedding;GlasgowerStr.23;GlasgowerStr.23 Wedding Berlin;(52.55695, 13.34213)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8391391.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/822d92c30bd73ef0306680478fc60e70a9e9e7fd855e56222a5dc3cbcb7d30ce_160615438710610625673.small.JPEG);""></a>";450;16.0;3;Wedding;Kattegatstrasse;Kattegatstrasse Wedding Berlin;(52.5648261, 13.3899537)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7062192.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/51/406143693d05d8e49f6b0e8c3b17cab36263d78351b478ae1e66ef7b3bfeffb8_v_relse.small.jpg);""></a>";450;15.0;2;Kreuzberg;Yorckstrasse;Yorckstrasse Kreuzberg Berlin;(52.49195659999999, 13.3776211)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8360789.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/5acaa04d9575e8e918bb9140c1765bb72859a97770fd07b4876f3bceaf28895d_da948315_be75_4535_8251_21e33ea72ed9.small.JPG);""></a>";450;18.0;2;Neukoelln;Neissestrasse;Neissestrasse Neukoelln Berlin;(46.7500303, 7.6299692)
"<a href=""/wg-zimmer-in-Berlin-Spandau.8378963.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/63a7fcfb2e38392ca138c946d934f2e2683e066953aca33e8819e48878269406_19bba19864010060_2af2cd4b2346080b87746f61e1903ca9e9ec7a96b49eae50571eb2bfc9a2283f_1505041094111_large.large.small.jpeg);""></a>";485;18.0;3;Spandau;Krowelstr.33;Krowelstr.33 Spandau Berlin;(52.5256359, 13.1979727)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8265390.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/39/6115e6d043166ea9b54dbd5a562619728ff5eb28206a349cd4b9afac20f77d66_17667324_75b0_4916_b211_8bd18e1c8a08.small.JPG);""></a>";650;17.0;4;Kreuzberg;Graefestrasse;Graefestrasse Kreuzberg Berlin;(52.4916955, 13.4167273)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8267737.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/37/35dc07fa955753d80f7ed821961e93cfb2938d076ecb9e1fba1782b5e46e2999_IMG_0615_3.small.jpg);""></a>";490;13.0;2;Kreuzberg;Graefestrasse60A;Graefestrasse60A Kreuzberg Berlin;(52.49014, 13.41616)
"<a href=""/wg-zimmer-in-Berlin-Berlin-Weissensee.8069936.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/25/4330320b3d46d7c6c2d8ff54f46906151e912540d1e0d8de8ff7ab367316b61d_g_stezimmer3.small.jpg);""></a>";25;15.0;2;#NAME?;AmSteinberg;AmSteinberg -Weissensee Berlin;(52.55957220000001, 13.4373957)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.4355790.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/ca3aaf02fe5591d92b8d357ea95a7e159b7677c519d5b245ab422fd30d99d09b_IMG_1777.small.JPG);""></a>";505;20.0;3;PrenzlauerBerg;SchoenhauserAllee140;SchoenhauserAllee140 PrenzlauerBerg Berlin;(52.5422778, 13.4118344)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.4863679.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2016/29/e660fd5b48636790_20160720_094942.small.jpg);""></a>";450;10.0;5;Friedrichshain;Weidenweg;Weidenweg Friedrichshain Berlin;(52.51798609999999, 13.4504639)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8377790.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/9a141332935638f6aa010c1b3186bb4f161264a759afce0efa0bff350b9f2330_Balkon_1.small.jpg);""></a>";650;24.0;2;Lichtenberg;RosenfelderRing;RosenfelderRing Lichtenberg Berlin;(52.5112155, 13.5124876)
"<a href=""/wg-zimmer-in-Berlin-Mitte.4485247.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/26/8fb8f84544852470_zu_hause_kleines_zimmer_sept_2011_007.sized.jpg);""></a>";400;13.0;2;Mitte;Weydingerstr.6;Weydingerstr.6 Mitte Berlin;(52.52613969999999, 13.4117645)
"<a href=""/wg-zimmer-in-Berlin-Baumschulenweg.8389641.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/2b39fc269abbfc10a005bdce29ab60db5889ce26a68b7b46871e3a19f7bc4eda_16061399370161616201.small.JPEG);""></a>";450;18.0;4;Baumschulenweg;KoepenickerLandstrasse;KoepenickerLandstrasse Baumschulenweg Berlin;(52.473216, 13.4853804)
"<a href=""/wg-zimmer-in-Berlin-MITTE.8350831.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/1d662ae2df45e80ce54a2032e1aa52fd8eedfde4d97ae2d63d976bce84d93f9a_D081F058_016E_43A9_8A6F_F3382289DFF2.small.jpeg);""></a>";550;22.0;3;MITTE;Nordufer;Nordufer MITTE Berlin;(52.5393055, 13.3507604)
"<a href=""/wg-zimmer-in-Berlin-Mitte.4485247.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/26/8fb8f84544852470_zu_hause_kleines_zimmer_sept_2011_007.sized.jpg);""></a>";400;13.0;2;Mitte;Weydingerstr.6;Weydingerstr.6 Mitte Berlin;(52.52613969999999, 13.4117645)
"<a href=""/wg-zimmer-in-Berlin-Baumschulenweg.8389641.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/2b39fc269abbfc10a005bdce29ab60db5889ce26a68b7b46871e3a19f7bc4eda_16061399370161616201.small.JPEG);""></a>";450;18.0;4;Baumschulenweg;KoepenickerLandstrasse;KoepenickerLandstrasse Baumschulenweg Berlin;(52.473216, 13.4853804)
"<a href=""/wg-zimmer-in-Berlin-MITTE.8350831.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/1d662ae2df45e80ce54a2032e1aa52fd8eedfde4d97ae2d63d976bce84d93f9a_D081F058_016E_43A9_8A6F_F3382289DFF2.small.jpeg);""></a>";550;22.0;3;MITTE;Nordufer;Nordufer MITTE Berlin;(52.5393055, 13.3507604)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.7351749.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/1a66d605564e4a83b1b376c786cfd38cff7d373e1d5daff8719108e080e94b5e_IMG_20201026_115729.small.jpg);""></a>";475;17.0;3;Steglitz;Hindenburgdamm55;Hindenburgdamm55 Steglitz Berlin;(52.4456944, 13.3157547)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8372713.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/126862d2b2fd2ea92bcbba62f752e9ab548ec1e0fe16febbdaa0b569f122f44e_1.small.jpg);""></a>";690;20.0;3;PrenzlauerBerg;ErichWeinertStr.;ErichWeinertStr. PrenzlauerBerg Berlin;(52.5480293, 13.4280381)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8376138.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/309c8ca61c34b1f1d7bfbe8d8e2700a2608ecc75187d7edc95d265ba232310f6_Kuche.small.jpeg);""></a>";449;17.0;5;;BernshausenerRing10;BernshausenerRing10  Berlin;(30.0915602, -95.5862327)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8338481.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/7dcbc91b0c99d31d0c1eb8726af973b9b6c7f929dfec6beafa1fa6a0913cb360_WhatsApp_Image_2020_10_22_at_18.02.05__2_.small.jpeg);""></a>";450;20.0;3;Moabit;Quitzowstrasse121;Quitzowstrasse121 Moabit Berlin;(52.53493539999999, 13.3480958)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.7636912.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/41/869bf1fbfc7be6c00e8df2e9cd183576b606b098aa03cb39c585bcbb598b8aa6_7F572B81_AFB4_46E5_B12C_6B8CF87779BA.small.jpeg);""></a>";500;30.0;3;PrenzlauerBerg;Lettestrasse3;Lettestrasse3 PrenzlauerBerg Berlin;(52.5432962, 13.4192611)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.3745921.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2013/07/194aadde37459210_not_for_rent_2.sized.jpg);""></a>";390;21.0;3;Lichtenberg;Lueckstr.;Lueckstr. Lichtenberg Berlin;(52.5015093, 13.4905162)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8042273.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/23/24d38f374c2191ca9eb3f2b07087e7985a0a11e6f23c274dfed2866bc2778502_IMG_2064___Kopie.small.JPEG);""></a>";495;13.0;6;Neukoelln;Erkstrasse;Erkstrasse Neukoelln Berlin;(52.4812515, 13.4377924)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.4934132.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/45/f6e2f7cbdf543f8a411f8dcfcf664ce4fcd4ea1b525612da985ec87d64175e49_Gro_z_gie_K_che___top_moderne_.small.JPG);""></a>";600;16.0;6;Neukoelln;Erkstrasse;Erkstrasse Neukoelln Berlin;(52.4812515, 13.4377924)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6365392.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/22/0f551125f631481c260773bf4d13881e905cd7ec458addf4005cc43f12174a9c_159143234167967991534.small.JPEG);""></a>";650;20.0;6;Neukoelln;Erkstrasse;Erkstrasse Neukoelln Berlin;(52.4812515, 13.4377924)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8042369.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/23/5779e9e50c831b9578c55e398c8487131aac99775844ad19976e1ca9766ce336_IMG_2052.small.JPEG);""></a>";625;18.0;6;Neukoelln;Erkstrasse;Erkstrasse Neukoelln Berlin;(52.4812515, 13.4377924)
"<a href=""/wg-zimmer-in-Berlin-Lichterfelde.7538077.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/34/c9bb3fef80357d48cf5de975b63677cb31c29a411903fb54ee6e84b6774bb95a_20190824_102729.small.jpg);""></a>";360;10.0;6;Lichterfelde;hochbaumszr,51a;hochbaumszr,51a Lichterfelde Berlin;(52.4293865, 13.2814455)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.3686286.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2013/09/d14d3b6836862860_dsc_0359.sized.jpeg);""></a>";435;25.0;5;PrenzlauerBerg;DanzigerStrasse82;DanzigerStrasse82 PrenzlauerBerg Berlin;(52.53819, 13.42577)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.2132756.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2010/23/8dc8874321327561_terrasse.sized.jpg);""></a>";620;17.0;17;PrenzlauerBerg;Langhansstrasse21;Langhansstrasse21 PrenzlauerBerg Berlin;(52.5504299, 13.4454788)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.3643647.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2012/50/ba0f36e236436470_dsc_0567.sized.jpg);""></a>";420;24.0;8;PrenzlauerBerg;DanzigerStrasse82;DanzigerStrasse82 PrenzlauerBerg Berlin;(52.53819, 13.42577)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.2132631.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2010/23/67cb852721326310_terrasse.sized.jpg);""></a>";369;28.0;17;PrenzlauerBerg;Langhansstrasse21;Langhansstrasse21 PrenzlauerBerg Berlin;(52.5504299, 13.4454788)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.4935342.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/43/470c8b8ad46ef7a04aab14731ae6d7051cd8c390a4248bf7edd2276f79f3bcbb_FB548451_1752_4BCA_8AD0_B5D06F816AAD.small.jpeg);""></a>";325;20.0;2;Schoeneberg;BelzigerStr.68;BelzigerStr.68 Schoeneberg Berlin;(52.48519, 13.34654)
"<a href=""/wg-zimmer-in-Berlin-Koepenick.8394195.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/e3b3b534368ac9c2b68171070a1b9c525f6f33a9ba979f2b2345c43a9ed40602_WhatsApp_Image_2020_11_27_at_22.59.04.small.jpeg);""></a>";380;15.0;4;Koepenick;Seelenbinderstrasse;Seelenbinderstrasse Koepenick Berlin;(52.4554211, 13.5850313)
